Período Ocorrência,Cidade,Descrição Local,Rubrica,Cidade Veículo,Cor Veículo,Ano Modelo,Tipo Veículo,Modelo Veículo,Marca Veículo,contagem_descricaolocal,contagem_modelo_veic
DE MADRUGADA,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Azul,0,AUTOMOVEL,UNO MILLE EX,FIAT,6309,107
A TARDE,GUARULHOS,Estacionamento com vigilância,Furto (art. 155) - VEICULO,GUARULHOS,Amarelo,0,AUTOMOVEL,VW FUSCA 1500,VW,213,11
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CURITIBA,Branco,2018,AUTOMOVEL,ONIX 10MT JOY,CHEVROLET,22353,18
EM HORA INCERTA,RIO GRANDE DA SERRA,Via pública,Pendente de Validação,,,0,,,,22353,0
EM HORA INCERTA,RIO GRANDE DA SERRA,Via pública,Pendente de Validação,S.CAETANO DO SUL,Vermelho,2022,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
EM HORA INCERTA,RIO GRANDE DA SERRA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
EM HORA INCERTA,RIO GRANDE DA SERRA,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Vermelho,2022,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
DE MADRUGADA,MAIRIPORA,Via pública,A.I.-Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,A.I.-Furto (art. 155) - VEICULO,S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,A.I.-Quadrilha ou bando (art. 288),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,A.I.-Quadrilha ou bando (art. 288),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Caput Corromper ou facilitar a corrupção de menor de 18 anos (244B),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Caput Corromper ou facilitar a corrupção de menor de 18 anos (244B),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Trafegar em velocidade incompatível (Art. 311),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Trafegar em velocidade incompatível (Art. 311),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Localização/Apreensão de objeto,,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Localização/Apreensão de objeto,S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Localização/Apreensão de veículo,,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Localização/Apreensão de veículo,S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Lesão corporal (art. 129),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Lesão corporal (art. 129),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Receptação (art. 180) - OUTROS,,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Receptação (art. 180) - OUTROS,S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Associação Criminosa (art. 288),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Associação Criminosa (art. 288),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,MAIRIPORA,Via pública,Desobediência (art. 330),,,0,,,,22353,0
DE MADRUGADA,MAIRIPORA,Via pública,Desobediência (art. 330),S.PAULO,Preta,1993,AUTOMOVEL,UNO S IE,FIAT,22353,23
DE MADRUGADA,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Branco,0,AUTOMOVEL,UNO MILLE SMART,FIAT,6309,67
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Cinza,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,CACULÉ,Prata,0,AUTOMOVEL,COROLLA XEI18FLEX,TOYOTA,6309,9
DE MADRUGADA,OSASCO,Residência,Furto (art. 155) - VEICULO,OSASCO,Vermelho,2022,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BARUERI,Branco,2022,MOTOCICLO,CG 160 CARGO,HONDA,22353,86
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Azul,1995,AUTOMOVEL,MONZA GL,GM,22353,19
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Azul,1995,AUTOMOVEL,MONZA GL,GM,22353,19
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,KWID ZEN 10MT,RENAULT,6309,104
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,CELTA 1.0L LT,CHEVROLET,6309,60
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,2019,AUTOMOVEL,COBALT 1.4 LT,CHEVROLET,22353,72
A TARDE,JANDIRA,Via Pública,Furto (art. 155) - VEICULO,JANDIRA,Cinza,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
A TARDE,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Branco,0,AUTOMOVEL,NOVO GOL TL MBV,VW,6309,21
DE MADRUGADA,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Azul,0,AUTOMOVEL,PALIO EX,FIAT,6309,54
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Prata,0,AUTOMOVEL,FIT PERSONAL,HONDA,6309,17
A TARDE,MAUA,Via Pública,Furto (art. 155) - VEICULO,UBERLÂNDIA,Branco,0,AUTOMOVEL,GOL TL MB,VW,6309,10
PELA MANHÃ,MAUA,Estacionamento público,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Vermelho,0,AUTOMOVEL,PALIO FIRE ECONOMY,FIAT,962,91
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,SANDERO EXPR 10,RENAULT,6309,66
A NOITE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Cinza,1991,AUTOMOVEL,UNO MILLE,FIAT,22353,103
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Prata,2019,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
A NOITE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Branco,2018,CAMINHONETE,NOVA SAVEIRO RB MBVS,VW,22353,78
PELA MANHÃ,CAJAMAR,Via Pública,Furto (art. 155) - VEICULO,CAJAMAR,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,DIADEMA,Via Pública,Furto (art. 155) - VEICULO,ITAPECERICA DA SERRA,Preta,0,MOTOCICLO,FZ25 FAZER,YAMAHA,6309,205
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,KA SE 1.0 SD B,FORD,6309,26
A TARDE,MOGI DAS CRUZES,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Branco,0,AUTOMOVEL,208 ACT PACK MT,PEUGEOT,6309,1
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Cinza,0,AUTOMOVEL,ONIX 1.4MT LT,CHEVROLET,6309,114
A NOITE,VARGEM GRANDE PAULISTA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,COTIA,Branco,2013,MOTOCICLO,CB600F HORNET,HONDA,952,11
A NOITE,SUZANO,Via Pública,Furto (art. 155) - VEICULO,SUZANO,Preta,0,AUTOMOVEL,FIAT PALIO ATTRACT 1.0,I,6309,78
PELA MANHÃ,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Azul,0,MOTOCICLO,CG 160 FAN,HONDA,6309,1278
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Azul,0,Não Informado,COBALT 1.8 LTZ,CHEVROLET,6309,42
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,CARMO DO RIO CLARO,Prata,2017,AUTOMOVEL,VOYAGE L,VW,22353,12
DE MADRUGADA,CARAPICUIBA,Residência,Furto (art. 155) - VEICULO,CARAPICUIBA,Vermelho,2022,MOTOCICLO,NXR160 BROS ESDD,HONDA,1162,91
EM HORA INCERTA,MAUA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,2019,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
PELA MANHÃ,CARAPICUIBA,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,KA SE 1.0 HA B,FORD,6309,254
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Cinza,2022,AUTOMOVEL,HB20 10M EVOLUTI,HYUNDAI,22353,17
PELA MANHÃ,CARAPICUIBA,Via Pública,Furto (art. 155) - VEICULO,CARAPICUÍBA,Prata,0,AUTOMOVEL,POLO SEDAN 1.6,VW,6309,14
DE MADRUGADA,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,0,AUTOMOVEL,L200 TRITON SPO GL,MMC,6309,12
A NOITE,EMBU DAS ARTES,Via pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Branco,1991,AUTOMOVEL,GOL CL,VW,22353,103
A NOITE,CARAPICUIBA,Via Pública,Furto (art. 155) - VEICULO,CARAPICUÍBA,Vermelho,0,MOTOCICLO,YBR 125E,YAMAHA,6309,15
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,2019,MOTOCICLO,XRE 190,HONDA,22353,57
A NOITE,MAUA,Via Pública,Furto (art. 155) - VEICULO,MAUÁ,Vermelho,0,MOTOCICLO,CG 160 START,HONDA,6309,433
DE MADRUGADA,SUZANO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
DE MADRUGADA,SUZANO,Via pública,Localização/Apreensão e Entrega de veículo,JAGUAPITA,Branco,2021,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,JAGUAPITA,Branco,2021,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,CARMO DO RIO CLARO,Prata,2017,AUTOMOVEL,VOYAGE L,VW,22353,12
A TARDE,MAUA,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Azul,0,MOTOCICLO,CG 160 TITAN,HONDA,6309,662
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,0,AUTOMOVEL,MOBI WAY,FIAT,22353,15
DE MADRUGADA,SANTANA DE PARNAIBA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,SANTANA DE PARNAÍBA,Branco,0,AUTOMOVEL,FIAT FIORINO 1.3,I,952,6
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,2015,AUTOMOVEL,GOL TL MB S,VW,22353,17
A NOITE,GUARULHOS,Estacionamento com vigilância,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,VW POLO 1.4,I,213,1
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Cinza,2013,AUTOMOVEL,NOVO VOYAGE 1.0,VW,22353,22
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,AUTOMOVEL,HYUNDAI HB20 1.0 MT,I,6309,18
DE MADRUGADA,GUARULHOS,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,AUTOMOVEL,ARGO 1.0,FIAT,952,120
PELA MANHÃ,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,GUARUJÁ,Branco,0,AUTOMOVEL,HONDA CIVIC EXL,I,6309,5
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Branco,2019,AUTOMOVEL,KWID ZEN 10MT,RENAULT,22353,104
A NOITE,SUZANO,Via Pública,Furto (art. 155) - VEICULO,CURITIBA,Prata,0,AUTOMOVEL,SPIN 18L AT PREMIER,CHEV,6309,28
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,0,AUTOMOVEL,KA SE 1.0 HA C,FORD,6309,175
A TARDE,POA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,2020,AUTOMOVEL,VOYAGE 1.6L MB5,VW,22353,107
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SANTANA DE PARNAÍBA,Branco,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,6309,319
PELA MANHÃ,S.ANDRE,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Entrega de veículo localizado/apreendido,DIADEMA,Preta,2017,AUTOMOVEL,FIAT PALIO ATTRACT 1.4,I,22353,46
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,2017,AUTOMOVEL,FIAT PALIO ATTRACT 1.4,I,22353,46
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,2017,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,BAURU,Preta,2019,AUTOMOVEL,COBALT 1.4 LTZ,CHEVROLET,22353,23
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BAURU,Preta,2019,AUTOMOVEL,COBALT 1.4 LTZ,CHEVROLET,22353,23
A NOITE,OSASCO,Garagem coletiva de prédio,Furto (art. 155) - VEICULO,OSASCO,Preta,0,MOTOCICLO,CG 160 FAN ESDI,HONDA,241,111
A TARDE,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,0,AUTOMOVEL,CORSA MILENIUM,GM,6309,132
A TARDE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Cinza,0,AUTOMOVEL,VW SPACEFOX SPORT GII,I,6309,9
A NOITE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,HONDA,H,6309,55
A TARDE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão de veículo,,,0,,,,22353,0
A TARDE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão de veículo,BELO HORIZONTE,Branco,0,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,22353,211
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,ONIX 10MT JOYE,CHEVROLET,22353,211
A TARDE,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,SÃO PEDRO DO IVAÍ,Prata,0,AUTOMOVEL,TORO FREEDOM AT,FIAT,962,16
A TARDE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,PALIO FIRE FLEX,FIAT,6309,62
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Branco,0,AUTOMOVEL,FOX 1.6 GII,VW,6309,54
A NOITE,GUARULHOS,Centro Comerc./Empresarial,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,2016,AUTOMOVEL,RENAULT CLIO EXP1016VH,I,252,3
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,2021,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
A NOITE,MOGI DAS CRUZES,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Vermelho,0,AUTOMOVEL,CORSA SUPER,GM,952,194
DE MADRUGADA,TABOAO DA SERRA,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Preta,0,AUTOMOVEL,KADETT GLS,GM,6309,18
A NOITE,SUZANO,Via pública,Furto (art. 155) - VEICULO,SUZANO,Branco,2016,CAMINHONETE,FIORINO 1.4 FLEX,FIAT,22353,43
A NOITE,ITAQUAQUECETUBA,Via Pública,Furto (art. 155) - VEICULO,FERRAZ DE VASCONCELO,Prata,0,AUTOMOVEL,CORSA MILENIUM,GM,6309,132
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Branco,2019,AUTOMOVEL,KWID ZEN 10MT,RENAULT,22353,104
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Branco,2019,AUTOMOVEL,KWID ZEN 10MT,RENAULT,22353,104
A NOITE,EMBU DAS ARTES,Via Pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Preta,0,AUTOMOVEL,FIESTA HA 1.6L SE A,FORD,6309,11
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,2020,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,ITAPECERICA DA SERRA,Via Pública,Furto (art. 155) - VEICULO,ITAPECERICA DA SERRA,Vermelho,0,AUTOMOVEL,CORSA WIND,GM,6309,785
A TARDE,OSASCO,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,OSASCO,Branco,0,AUTOMOVEL,VW FUSCA AA,I,952,5
A NOITE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,AUTOMOVEL,KA SE 1.0 HA,FORD,6309,170
A NOITE,S.BERNARDO DO CAMPO,Outros,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Vermelho,0,MOTOCICLO,LEAD 110,HONDA,645,116
A NOITE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Prata,0,AUTOMOVEL,KA SE 1.0 HA,FORD,6309,170
A TARDE,ITAPEVI,Via pública,Furto (art. 155) - VEICULO,ITAPEVI,Vermelho,2022,MOTOCICLO,CG 160 START,HONDA,22353,433
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,2019,AUTOMOVEL,GOL 1.0L MC4,VW,22353,249
DE MADRUGADA,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,GUARULHOS,Prata,0,AUTOMOVEL,PRISMA MAXX,GM,6309,11
DE MADRUGADA,S.CAETANO DO SUL,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Prata,0,AUTOMOVEL,MONZA SL,GM,6309,120
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2018,AUTOMOVEL,NOVO GOL TL MCV,VW,22353,44
A TARDE,GUARULHOS,Via Pública,Furto (art. 155) - VEICULO,SÃO PAULO,Prata,0,AUTOMOVEL,DOBLO ESSENCE 1.8,FIAT,6309,7
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ARUJA,Branco,2019,AUTOMOVEL,PRISMA 10MT JOYE,CHEV,22353,63
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,1996,MICRO-ONIBUS,ASIA HI TOPIC,IMP,22353,1
DE MADRUGADA,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Prata,0,AUTOMOVEL,PALIO ATTRACTIV 1.4,FIAT,6309,40
DE MADRUGADA,SUZANO,Outros,Furto (art. 155) - VEICULO,CARMO DO RIO CLARO,Prata,0,AUTOMOVEL,NOVO VOYAGE TL MBV,VW,645,47
EM HORA INCERTA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Cinza,1995,AUTOMOVEL,KADETT GL,GM,22353,107
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Localização/Apreensão e Entrega de veículo,GUARULHOS,Branco,2020,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Branco,2020,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
PELA MANHÃ,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Preta,0,AUTOMOVEL,VW SPACEFOX TL MBV,I,6309,6
EM HORA INCERTA,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,2010,AUTOMOVEL,CELTA 4P SPIRIT,GM,22353,34
PELA MANHÃ,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,GUARUJÁ,Branco,0,AUTOMOVEL,HONDA CIVIC EXL,I,6309,5
DE MADRUGADA,ITAPEVI,Centro Comerc./Empresarial,Furto (art. 155) - VEICULO,ITAPEVI,Branco,1996,CAMINHÃO,F12000 L,FORD,252,1
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2020,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,SUZANO,Via pública,Localização/Apreensão de veículo,,,0,,,,22353,0
DE MADRUGADA,SUZANO,Via pública,Localização/Apreensão de veículo,S.PAULO,Amarelo,2016,AUTOMOVEL,PALIO FIRE,FIAT,22353,44
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Amarelo,2016,AUTOMOVEL,PALIO FIRE,FIAT,22353,44
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Prata,2000,AUTOMOVEL,GOL SPECIAL,VW,22353,196
A NOITE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,SÃO BERNARDO DO CAMP,Preta,0,AUTOMOVEL,HB20 1.6M COMF,HYUNDAI,6309,24
A NOITE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Preta,2015,AUTOMOVEL,M.BENZ A200TURBO,I,22353,2
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2015,AUTOMOVEL,M.BENZ A200TURBO,I,22353,2
PELA MANHÃ,JANDIRA,Residência,Furto (art. 155) - VEICULO,JANDIRA,Prata,2018,AUTOMOVEL,KA SE 1.5 SD B,FORD,1162,40
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.ANDRE,Prata,2015,AUTOMOVEL,GOL TL MB S,VW,22353,17
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,2015,AUTOMOVEL,GOL TL MB S,VW,22353,17
A TARDE,OSASCO,Via Pública,Furto (art. 155) - VEICULO,OSASCO,Azul,0,AUTOMOVEL,VW SPACEFOX GII,I,6309,9
A TARDE,S.BERNARDO DO CAMPO,Via Pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,0,AUTOMOVEL,FOX 1.6 PLUS,VW,6309,10
DE MADRUGADA,TABOAO DA SERRA,Via Pública,Furto (art. 155) - VEICULO,TABOÃO DA SERRA,Azul,0,MOTOCICLO,XTZ250 LANDER,YAMAHA,6309,39
PELA MANHÃ,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Branco,2018,CAMINHONETE,DAILY 35S14HDCS,IVECO,22353,18
PELA MANHÃ,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Azul,0,MOTOCICLO,PCX 150,HONDA,962,234
A TARDE,S.ANDRE,Via Pública,Furto (art. 155) - VEICULO,SANTO ANDRÉ,Vermelho,0,AUTOMOVEL,GOL 16V,VW,6309,89
A TARDE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,S.BERNARDO DO CAMPO,Via pública,Localização/Apreensão e Entrega de veículo,S.BERNARDO DO CAMPO,Cinza,2013,AUTOMOVEL,SIENA EL 1.4 FLEX,FIAT,22353,6
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Cinza,2013,AUTOMOVEL,SIENA EL 1.4 FLEX,FIAT,22353,6
